Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD
1/4/2024,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,154,190722.47,15150.63,205873.1
1/5/2024,Latin America,Accessories,Wacom Stand,Training,227,152134.65,24006.92,176141.57
1/6/2024,Latin America,Accessories,ExpressKey Remote,Training,127,174462.94,14254.05,188716.99
1/7/2024,Japan,Pen Tablet,Wacom Intuos S,Training,181,313912.48,36711.46,350623.94
1/8/2024,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,158,91463.4,16099.45,107562.85
1/9/2024,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,218,125376.51,6144.56,131521.07
1/10/2024,APAC,Display Tablet,Cintiq 16,Support Plan,172,273804.51,22557.57,296362.08
1/11/2024,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,183,307189.72,27935.39,335125.11
1/12/2024,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,136,68686.14,9115.86,77802
1/13/2024,APAC,Accessories,Pro Pen 2,Support Plan,176,58892.62,2510.3,61402.92
1/14/2024,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,209,62791.77,11146.31,73938.08
1/15/2024,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,178,228013.85,21396.58,249410.43
1/16/2024,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,250,428753.01,51284.17,480037.18
1/17/2024,Japan,Pen Tablet,One by Wacom,Training,230,187214.31,28224.17,215438.48
1/18/2024,Japan,Display Tablet,Cintiq 16,Support Plan,137,160262.4,26945.97,187208.37
1/19/2024,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,239,237673.32,11746.43,249419.75
1/20/2024,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,198,205380.55,9870.15,215250.7
1/21/2024,Japan,Display Tablet,Cintiq 16,Training,205,33016.25,4606.57,37622.82
1/22/2024,Latin America,Accessories,Pro Pen 2,Extended Warranty,180,84630.12,8603.78,93233.9
1/23/2024,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,151,127112.28,10632.69,137744.97
1/24/2024,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,171,192415.4,27492.11,219907.51
1/25/2024,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,203,163331.88,10644.02,173975.9
1/26/2024,North America,Accessories,ExpressKey Remote,Support Plan,136,167301.08,12842.06,180143.14
1/27/2024,Japan,Pen Tablet,Wacom Intuos M,Support Plan,130,97927.92,14843.52,112771.44
1/28/2024,North America,Mobile Studio,MobileStudio Pro 16,Training,118,25933.48,2615.25,28548.73
1/29/2024,Latin America,Display Tablet,Wacom One Display,Cloud Services,237,259783.01,23498.27,283281.28
1/30/2024,Latin America,Display Tablet,Wacom One Display,Support Plan,147,213896.93,12546.46,226443.39
1/31/2024,APAC,Accessories,Wacom Stand,Training,188,185892.86,10820.17,196713.03
2/1/2024,Latin America,Pen Tablet,One by Wacom,Extended Warranty,178,287300.49,37924.75,325225.24
2/2/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,91,63890.89,7467.55,71358.44
2/3/2024,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,204,219149.96,31912.7,251062.66
2/4/2024,Latin America,Display Tablet,Cintiq 16,Cloud Services,219,82801.94,10082.52,92884.46
2/5/2024,Latin America,Accessories,ExpressKey Remote,Support Plan,202,84007.1,12408.37,96415.47
2/6/2024,Europe,Pen Tablet,Wacom Intuos M,Extended Warranty,199,198840.92,31771.75,230612.67
2/7/2024,North America,Pen Tablet,Wacom Intuos M,Training,279,454539.13,72531.91,527071.04
2/8/2024,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,233,44001.55,6433.21,50434.76
2/9/2024,North America,Mobile Studio,MobileStudio Pro 16,Training,166,252917.96,12157.08,265075.04
2/10/2024,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,196,347070.81,47217.82,394288.63
2/11/2024,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,199,357089.87,19199.83,376289.7
2/12/2024,APAC,Accessories,Pro Pen 2,Cloud Services,157,31073.97,5109.63,36183.6
2/13/2024,APAC,Accessories,Wacom Stand,Cloud Services,186,118065.85,19703.28,137769.13
2/14/2024,North America,Display Tablet,Wacom One Display,Training,172,215174.56,35588.6,250763.16
2/15/2024,Japan,Accessories,Pro Pen 2,Cloud Services,233,286361.72,48099.74,334461.46
2/16/2024,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,171,245373.83,40627.03,286000.86
2/17/2024,Japan,Display Tablet,Cintiq Pro 24,Support Plan,152,261568.06,45934.25,307502.31
2/18/2024,Europe,Pen Tablet,Wacom Intuos M,Support Plan,175,242661.48,35283.95,277945.43
2/19/2024,Europe,Pen Tablet,One by Wacom,Extended Warranty,187,173595.85,12769.02,186364.87
2/20/2024,APAC,Pen Tablet,One by Wacom,Support Plan,196,266715.05,45463.01,312178.06
2/21/2024,APAC,Accessories,ExpressKey Remote,Training,256,291852.34,26038.57,317890.91
2/22/2024,Latin America,Accessories,Wacom Stand,Cloud Services,179,89073.55,10135.06,99208.61
2/23/2024,Europe,Display Tablet,Wacom One Display,Support Plan,203,207922.3,29389.78,237312.08
2/24/2024,Europe,Accessories,Pro Pen 2,Cloud Services,225,197954.93,31919.88,229874.81
2/25/2024,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,181,268101.9,41193.42,309295.32
2/26/2024,APAC,Accessories,ExpressKey Remote,Cloud Services,158,48634.99,2722.87,51357.86
2/27/2024,North America,Accessories,Wacom Stand,Extended Warranty,186,305131.19,40381.87,345513.06
2/28/2024,Latin America,Mobile Studio,MobileStudio Pro 13,Training,220,305288.17,36332.18,341620.35
2/29/2024,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,200,301639.31,14707.1,316346.41
3/1/2024,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,166,207150.94,29066.51,236217.45
3/2/2024,APAC,Display Tablet,Cintiq 16,Cloud Services,213,91010.73,8109.31,99120.04
3/3/2024,Japan,Display Tablet,Cintiq 16,Extended Warranty,140,184797.1,11893.22,196690.32
3/4/2024,Japan,Display Tablet,Cintiq 16,Support Plan,144,72987.21,8288,81275.21
3/5/2024,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,206,134421.35,17672.51,152093.86
3/6/2024,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,106,101939.65,10833.18,112772.83
3/7/2024,Europe,Pen Tablet,One by Wacom,Training,140,76393.15,9124.16,85517.31
3/8/2024,North America,Pen Tablet,Wacom Intuos S,Cloud Services,148,67709.16,3657.29,71366.45
3/9/2024,APAC,Accessories,Wacom Stand,Cloud Services,119,14370.38,1080.32,15450.7
3/10/2024,APAC,Display Tablet,Wacom One Display,Cloud Services,198,190791.99,22441.52,213233.51
3/11/2024,Japan,Accessories,Pro Pen 2,Extended Warranty,186,221552.07,31642.23,253194.3
3/12/2024,Japan,Accessories,Wacom Stand,Training,126,165152.7,9572.52,174725.22
3/13/2024,APAC,Pen Tablet,One by Wacom,Extended Warranty,166,47380.49,2923.17,50303.66
3/14/2024,North America,Pen Tablet,One by Wacom,Training,225,86267.68,12055.87,98323.55
3/15/2024,Europe,Accessories,Pro Pen 2,Training,200,286110.91,49890.29,336001.2
3/16/2024,Europe,Display Tablet,Cintiq 16,Support Plan,174,61221.29,9672.15,70893.44
3/17/2024,North America,Accessories,Pro Pen 2,Cloud Services,145,140724.3,22322.97,163047.27
3/18/2024,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,43,65623.95,7486.69,73110.64
3/19/2024,Europe,Accessories,Pro Pen 2,Cloud Services,166,52787.6,8007.64,60795.24
3/20/2024,Europe,Accessories,ExpressKey Remote,Cloud Services,185,213206.85,17251.19,230458.04
3/21/2024,APAC,Accessories,Pro Pen 2,Cloud Services,281,278161.4,21740.98,299902.38
3/22/2024,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,156,221012.8,35722.79,256735.59
3/23/2024,Japan,Pen Tablet,One by Wacom,Training,177,241533.33,19884.96,261418.29
3/24/2024,Japan,Display Tablet,Cintiq 16,Support Plan,234,347655.72,56613.44,404269.16
3/25/2024,North America,Pen Tablet,One by Wacom,Cloud Services,140,85711.63,6420.4,92132.03
3/26/2024,Europe,Pen Tablet,One by Wacom,Extended Warranty,148,112078.43,14770.25,126848.68
3/27/2024,Europe,Accessories,Wacom Stand,Extended Warranty,224,74836.86,11544.05,86380.91
3/28/2024,Japan,Accessories,Pro Pen 2,Training,157,192792.52,17654.39,210446.91
3/29/2024,Latin America,Accessories,ExpressKey Remote,Training,215,186553.98,8652.61,195206.59
3/30/2024,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,197,41269.15,5510.58,46779.73
3/31/2024,Latin America,Display Tablet,Wacom One Display,Support Plan,171,160022.25,13354.85,173377.1
4/1/2024,Europe,Accessories,Wacom Stand,Support Plan,164,93929.48,11921.62,105851.1
4/2/2024,Europe,Mobile Studio,MobileStudio Pro 16,Training,147,147142.05,26391,173533.05
4/3/2024,APAC,Pen Tablet,Wacom Intuos M,Support Plan,178,119850.45,7483.24,127333.69
4/4/2024,Latin America,Pen Tablet,Wacom Intuos S,Extended Warranty,199,299119.96,26058.17,325178.13
4/5/2024,APAC,Mobile Studio,MobileStudio Pro 16,Training,202,147497.57,25517.79,173015.36
4/6/2024,APAC,Accessories,ExpressKey Remote,Support Plan,121,210178.51,35123.42,245301.93
4/7/2024,North America,Accessories,ExpressKey Remote,Training,225,333765.32,53593.77,387359.09
4/8/2024,Japan,Display Tablet,Cintiq Pro 24,Training,199,36784.82,4039.47,40824.29
4/9/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,198,307781.83,45062.22,352844.05
4/10/2024,Latin America,Accessories,Wacom Stand,Support Plan,180,51701.17,2492.69,54193.86
4/11/2024,Japan,Accessories,Pro Pen 2,Cloud Services,231,395446.25,70016.4,465462.65
4/12/2024,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,177,269474.69,43641.97,313116.66
4/13/2024,APAC,Accessories,Pro Pen 2,Support Plan,215,81481.09,7464.24,88945.33
4/14/2024,Europe,Pen Tablet,Wacom Intuos S,Support Plan,169,302482.22,49223.54,351705.76
4/15/2024,North America,Display Tablet,Cintiq Pro 24,Training,246,199872.66,20679.77,220552.43
4/16/2024,APAC,Accessories,Pro Pen 2,Cloud Services,173,130707.25,6986.41,137693.66
4/17/2024,Japan,Display Tablet,Wacom One Display,Extended Warranty,145,147531.67,23438.24,170969.91
4/18/2024,Europe,Accessories,Pro Pen 2,Support Plan,202,62775.61,7524.76,70300.37
4/19/2024,North America,Pen Tablet,Wacom Intuos M,Cloud Services,185,143080.18,8818.33,151898.51
4/20/2024,Latin America,Accessories,ExpressKey Remote,Training,288,264141.31,18930.33,283071.64
4/21/2024,Japan,Pen Tablet,One by Wacom,Support Plan,215,35817.89,1497.13,37315.02
4/22/2024,North America,Pen Tablet,One by Wacom,Cloud Services,170,196596.58,17709.9,214306.48
4/23/2024,North America,Accessories,Pro Pen 2,Cloud Services,210,28740.98,3454.05,32195.03
4/24/2024,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,206,190667.11,14073.37,204740.48
4/25/2024,North America,Accessories,ExpressKey Remote,Extended Warranty,144,40369.92,5097.78,45467.7
4/26/2024,North America,Pen Tablet,Wacom Intuos S,Cloud Services,107,107488.39,13905.62,121394.01
4/27/2024,Japan,Display Tablet,Wacom One Display,Extended Warranty,211,323449.43,50756.53,374205.96
4/28/2024,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,243,73461.79,6720.28,80182.07
4/29/2024,APAC,Accessories,ExpressKey Remote,Support Plan,176,93142.01,16140.3,109282.31
4/30/2024,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,172,52755.28,8485.22,61240.5
5/1/2024,Europe,Display Tablet,Wacom One Display,Support Plan,157,198050,17396.43,215446.43
5/2/2024,Europe,Accessories,Pro Pen 2,Training,171,170975.94,9631.15,180607.09
5/3/2024,Europe,Pen Tablet,One by Wacom,Extended Warranty,160,85302.99,7343.49,92646.48
5/4/2024,Europe,Accessories,Pro Pen 2,Cloud Services,189,74668.35,7638.94,82307.29
5/5/2024,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,244,288187.07,36222.67,324409.74
5/6/2024,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,214,355173.41,50665.01,405838.42
5/7/2024,Europe,Accessories,Wacom Stand,Extended Warranty,123,69718.35,6912.74,76631.09
5/8/2024,Japan,Pen Tablet,One by Wacom,Training,210,18225.28,3105.77,21331.05
5/9/2024,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,119,126297.72,20816.47,147114.19
5/10/2024,APAC,Accessories,ExpressKey Remote,Extended Warranty,174,222981.18,39542.89,262524.07
5/11/2024,Japan,Display Tablet,Cintiq 16,Training,154,125038.09,22342.74,147380.83
5/12/2024,Japan,Mobile Studio,MobileStudio Pro 16,Training,237,194570.06,8782.84,203352.9
5/13/2024,Europe,Accessories,ExpressKey Remote,Cloud Services,201,84678.06,12017.92,96695.98
5/14/2024,North America,Pen Tablet,Wacom Intuos M,Training,126,142484.87,22451.38,164936.25
5/15/2024,Latin America,Pen Tablet,One by Wacom,Support Plan,158,24636.89,2418.93,27055.82
5/16/2024,APAC,Display Tablet,Cintiq Pro 24,Support Plan,132,235277.21,26075.49,261352.7
5/17/2024,Europe,Display Tablet,Cintiq 16,Extended Warranty,205,68289.99,9207.52,77497.51
5/18/2024,North America,Display Tablet,Cintiq 16,Training,159,244097.89,10868.71,254966.6
5/19/2024,Europe,Display Tablet,Cintiq Pro 24,Training,199,100695.23,6218.53,106913.76
5/20/2024,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,133,110461.47,11294.87,121756.34
5/21/2024,Europe,Accessories,Pro Pen 2,Extended Warranty,191,182742.8,10211.74,192954.54
5/22/2024,North America,Accessories,ExpressKey Remote,Training,262,216424.81,36166.89,252591.7
5/23/2024,Latin America,Accessories,ExpressKey Remote,Cloud Services,135,92553.62,4675.12,97228.74
5/24/2024,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,252,265450.16,34405.04,299855.2
5/25/2024,Japan,Pen Tablet,One by Wacom,Support Plan,159,58401.61,3081.49,61483.1
5/26/2024,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,219,160145.09,25087.29,185232.38
5/27/2024,Japan,Pen Tablet,One by Wacom,Training,249,410811.15,69332.12,480143.27
5/28/2024,Latin America,Accessories,ExpressKey Remote,Support Plan,232,116455.83,19085.74,135541.57
5/29/2024,APAC,Display Tablet,Wacom One Display,Support Plan,151,129807.46,20427.94,150235.4
5/30/2024,North America,Pen Tablet,One by Wacom,Cloud Services,160,20524.87,2146.58,22671.45
5/31/2024,APAC,Pen Tablet,One by Wacom,Extended Warranty,169,23807.03,3375.86,27182.89
6/1/2024,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,231,324318.64,25160.31,349478.95
6/2/2024,Japan,Accessories,ExpressKey Remote,Support Plan,121,126378.88,13984.22,140363.1
6/3/2024,Europe,Pen Tablet,Wacom Intuos M,Training,174,229308.19,38981,268289.19
6/4/2024,Latin America,Accessories,Wacom Stand,Cloud Services,178,257948.38,39370.46,297318.84
6/5/2024,APAC,Accessories,ExpressKey Remote,Training,97,41865.79,4602.75,46468.54
6/6/2024,APAC,Accessories,ExpressKey Remote,Support Plan,147,34229.17,4690.55,38919.72
6/7/2024,North America,Display Tablet,Cintiq Pro 24,Training,113,39510.6,6259.78,45770.38
6/8/2024,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,154,146304.54,16738.69,163043.23
6/9/2024,Latin America,Display Tablet,Cintiq Pro 24,Training,206,98292.85,9140.34,107433.19
6/10/2024,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,106,42079.22,6670.21,48749.43
6/11/2024,Europe,Mobile Studio,MobileStudio Pro 16,Training,149,142420.16,15057.87,157478.03
6/12/2024,Latin America,Accessories,Wacom Stand,Training,213,140484.17,8587.62,149071.79
6/13/2024,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,189,301451.42,31124.78,332576.2
6/14/2024,Latin America,Display Tablet,Wacom One Display,Extended Warranty,214,284732.8,31115.26,315848.06
6/15/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,161,224229.71,22567.98,246797.69
6/16/2024,Latin America,Accessories,Pro Pen 2,Training,140,238217.71,26469.61,264687.32
6/17/2024,Japan,Accessories,ExpressKey Remote,Training,185,180280.32,10468.31,190748.63
6/18/2024,Latin America,Accessories,Wacom Stand,Training,149,64628.35,7592.26,72220.61
6/19/2024,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,154,270136.16,37423.17,307559.33
6/20/2024,APAC,Accessories,Pro Pen 2,Support Plan,168,266489.71,21530.94,288020.65
6/21/2024,Japan,Accessories,ExpressKey Remote,Extended Warranty,239,289845.43,42153.75,331999.18
6/22/2024,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,168,50536.15,8928.43,59464.58
6/23/2024,Japan,Display Tablet,Wacom One Display,Support Plan,180,113120.03,6636.63,119756.66
6/24/2024,North America,Display Tablet,Cintiq 16,Cloud Services,170,59071.88,6968.2,66040.08
6/25/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,225,18933.21,2147.95,21081.16
6/26/2024,North America,Pen Tablet,One by Wacom,Extended Warranty,230,100983.67,13216.09,114199.76
6/27/2024,Japan,Pen Tablet,One by Wacom,Support Plan,169,139676.48,24101.2,163777.68
6/28/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,217,93087.33,15166.17,108253.5
6/29/2024,North America,Mobile Studio,MobileStudio Pro 16,Training,157,193346.43,28924.64,222271.07
6/30/2024,Latin America,Display Tablet,Wacom One Display,Support Plan,134,101758.75,10719.16,112477.91
7/1/2024,Latin America,Accessories,Pro Pen 2,Training,194,51921.14,8740.01,60661.15
7/2/2024,APAC,Mobile Studio,MobileStudio Pro 16,Training,175,108573.44,17329.01,125902.45
7/3/2024,APAC,Pen Tablet,Wacom Intuos S,Training,202,307307.67,47261.54,354569.21
7/4/2024,North America,Accessories,Pro Pen 2,Support Plan,128,113416.28,15392.83,128809.11
7/5/2024,North America,Display Tablet,Cintiq Pro 24,Training,158,146028.39,11433.57,157461.96
7/6/2024,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,105,139118.24,15506.29,154624.53
7/7/2024,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,242,317023.22,24513.76,341536.98
7/8/2024,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,263,412893.19,39725.61,452618.8
7/9/2024,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,202,56125.19,2601.98,58727.17
7/10/2024,Europe,Accessories,Wacom Stand,Training,250,169498.97,24752.31,194251.28
7/11/2024,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,219,384411.65,63193.63,447605.28
7/12/2024,North America,Accessories,Pro Pen 2,Extended Warranty,191,340878.38,26091.12,366969.5
7/13/2024,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,189,290748.62,12128.4,302877.02
7/14/2024,Europe,Mobile Studio,MobileStudio Pro 13,Training,115,125186.9,21041.15,146228.05
7/15/2024,Europe,Pen Tablet,One by Wacom,Extended Warranty,181,255128.93,11660.07,266789
7/16/2024,Europe,Accessories,Wacom Stand,Support Plan,140,149745.15,22475.94,172221.09
7/17/2024,APAC,Pen Tablet,One by Wacom,Support Plan,180,60686.67,6415.94,67102.61
7/18/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,242,145880.42,25624.84,171505.26
7/19/2024,Europe,Pen Tablet,Wacom Intuos S,Support Plan,146,97672.3,17574.03,115246.33
7/20/2024,Europe,Pen Tablet,One by Wacom,Support Plan,181,40508.03,3174.59,43682.62
7/21/2024,Europe,Display Tablet,Cintiq Pro 24,Extended Warranty,142,120947.24,7744.16,128691.4
7/22/2024,Latin America,Display Tablet,Wacom One Display,Extended Warranty,185,251180.15,41425.35,292605.5
7/23/2024,North America,Pen Tablet,One by Wacom,Cloud Services,192,100837.64,15973.69,116811.33
7/24/2024,North America,Accessories,Pro Pen 2,Extended Warranty,133,74687.7,12016.42,86704.12
7/25/2024,North America,Display Tablet,Wacom One Display,Cloud Services,158,56101.92,5236.43,61338.35
7/26/2024,APAC,Display Tablet,Cintiq Pro 24,Support Plan,179,85049.74,8789.99,93839.73
7/27/2024,North America,Display Tablet,Cintiq 16,Support Plan,138,115046,15720.62,130766.62
7/28/2024,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,124,201518.45,27790.15,229308.6
7/29/2024,Latin America,Pen Tablet,Wacom Intuos S,Extended Warranty,134,110545.78,14090.93,124636.71
7/30/2024,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,139,240604.61,37270.38,277874.99
7/31/2024,APAC,Accessories,ExpressKey Remote,Extended Warranty,174,157280.64,11956.89,169237.53
8/1/2024,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,73,70340,5316.39,75656.39
8/2/2024,Japan,Mobile Studio,MobileStudio Pro 16,Training,134,241088.93,21425.95,262514.88
8/3/2024,Latin America,Accessories,Pro Pen 2,Training,143,108359.6,4598.73,112958.33
8/4/2024,Latin America,Accessories,Pro Pen 2,Training,188,251790.97,13794.29,265585.26
8/5/2024,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,204,19866.22,2783.83,22650.05
8/6/2024,Japan,Display Tablet,Wacom One Display,Extended Warranty,248,440127.83,25331.06,465458.89
8/7/2024,North America,Display Tablet,Cintiq 16,Cloud Services,212,114308.59,17510.93,131819.52
8/8/2024,Europe,Display Tablet,Wacom One Display,Support Plan,153,15538.77,2600.74,18139.51
8/9/2024,Japan,Accessories,ExpressKey Remote,Extended Warranty,231,296582.62,39983.98,336566.6
8/10/2024,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,130,187595.59,14408.84,202004.43
8/11/2024,Latin America,Display Tablet,Wacom One Display,Extended Warranty,208,154747.36,6703.18,161450.54
8/12/2024,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,145,168280.81,9086.1,177366.91
8/13/2024,Europe,Pen Tablet,One by Wacom,Support Plan,171,105263.89,13946.65,119210.54
8/14/2024,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,157,153229.22,14214.83,167444.05
8/15/2024,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,220,178127.35,15415.55,193542.9
8/16/2024,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,101,52391.93,7344.72,59736.65
8/17/2024,Latin America,Accessories,Wacom Stand,Training,230,352590.12,32244.78,384834.9
8/18/2024,APAC,Pen Tablet,One by Wacom,Extended Warranty,218,273557.26,16196.69,289753.95
8/19/2024,Latin America,Display Tablet,Cintiq 16,Cloud Services,153,132593.16,17565.21,150158.37
8/20/2024,Japan,Pen Tablet,Wacom Intuos M,Extended Warranty,121,56026.45,5008.39,61034.84
8/21/2024,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,222,199320.47,20559.79,219880.26
8/22/2024,North America,Accessories,Pro Pen 2,Cloud Services,223,192839.69,15257.78,208097.47
8/23/2024,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,168,174295.32,12684.25,186979.57
8/24/2024,Japan,Display Tablet,Cintiq 16,Cloud Services,236,204988.24,22381.07,227369.31
8/25/2024,Japan,Display Tablet,Wacom One Display,Extended Warranty,117,41024.01,2529.6,43553.61
8/26/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Training,178,206132.84,32462.61,238595.45
8/27/2024,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,180,153551.94,14602.68,168154.62
8/28/2024,Europe,Pen Tablet,Wacom Intuos S,Training,182,147275.93,13920.86,161196.79
8/29/2024,Europe,Display Tablet,Wacom One Display,Training,179,192257.88,29389.2,221647.08
8/30/2024,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,203,50557.04,8937.52,59494.56
8/31/2024,Latin America,Pen Tablet,One by Wacom,Extended Warranty,151,98279.55,12166.99,110446.54
9/1/2024,Europe,Pen Tablet,Wacom Intuos S,Support Plan,176,42796.63,2301.49,45098.12
9/2/2024,North America,Display Tablet,Cintiq 16,Extended Warranty,102,129550.7,5487.21,135037.91
9/3/2024,North America,Display Tablet,Wacom One Display,Cloud Services,165,137599.93,7073.7,144673.63
9/4/2024,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,195,97221.35,4487.35,101708.7
9/5/2024,Japan,Display Tablet,Cintiq 16,Cloud Services,159,99481.15,12932.98,112414.13
9/6/2024,Europe,Pen Tablet,Wacom Intuos M,Training,215,162128.2,14395.49,176523.69
9/7/2024,Latin America,Pen Tablet,Wacom Intuos S,Training,126,121991.92,11457.98,133449.9
9/8/2024,North America,Accessories,ExpressKey Remote,Extended Warranty,80,105871.95,9877.09,115749.04
9/9/2024,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,203,245063.72,27127.6,272191.32
9/10/2024,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,174,267188.95,24707.61,291896.56
9/11/2024,North America,Accessories,Pro Pen 2,Extended Warranty,151,176171.5,20748.28,196919.78
9/12/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,153,53846.07,5223.89,59069.96
9/13/2024,Europe,Display Tablet,Cintiq 16,Training,183,293193.16,43449.94,336643.1
9/14/2024,North America,Accessories,ExpressKey Remote,Cloud Services,208,298580.97,18963.2,317544.17
9/15/2024,North America,Mobile Studio,MobileStudio Pro 13,Training,156,147124.27,9845.03,156969.3
9/16/2024,Japan,Accessories,ExpressKey Remote,Support Plan,113,197391.7,26086.03,223477.73
9/17/2024,Europe,Accessories,Wacom Stand,Training,196,209312.01,24733.57,234045.58
9/18/2024,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,107,145612.96,15893.5,161506.46
9/19/2024,North America,Mobile Studio,MobileStudio Pro 16,Training,151,116155,7285.91,123440.91
9/20/2024,Europe,Display Tablet,Wacom One Display,Extended Warranty,143,231769.61,32052.49,263822.1
9/21/2024,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,259,288550.65,14764.37,303315.02
9/22/2024,North America,Mobile Studio,MobileStudio Pro 13,Training,201,345724.37,62017.3,407741.67
9/23/2024,Japan,Accessories,ExpressKey Remote,Extended Warranty,164,52472.76,4574.04,57046.8
9/24/2024,North America,Accessories,Pro Pen 2,Training,239,65302.83,4599.93,69902.76
9/25/2024,Europe,Accessories,Wacom Stand,Support Plan,204,201742.5,18082.54,219825.04
9/26/2024,APAC,Display Tablet,Cintiq 16,Support Plan,166,174164.47,23570.6,197735.07
9/27/2024,Europe,Display Tablet,Cintiq 16,Training,244,114550.32,12601.62,127151.94
9/28/2024,Latin America,Accessories,Pro Pen 2,Training,212,56602.58,2762.48,59365.06
9/29/2024,Japan,Accessories,ExpressKey Remote,Training,148,250441.97,43573.31,294015.28
9/30/2024,APAC,Accessories,ExpressKey Remote,Training,103,119530.66,15195.73,134726.39
10/1/2024,Latin America,Display Tablet,Wacom One Display,Support Plan,124,42854.58,2457.54,45312.12
10/2/2024,Japan,Accessories,Wacom Stand,Support Plan,253,432542.7,39105.08,471647.78
10/3/2024,APAC,Accessories,ExpressKey Remote,Extended Warranty,125,112695.18,17399.5,130094.68
10/4/2024,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,156,111846.27,16172.16,128018.43
10/5/2024,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,239,327319.55,53681.82,381001.37
