Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD,Revenue_Outlier_Flag,Year,Month,Day_Of_Week,Revenue_per_Unit,Next_Month_Revenue
2021-07-15,Latin America,Mobile Studio,MobileStudio Pro 13,Training,160,184169.45,26726.19,210895.64,0,2021,7,3,1318.1,5032574.5600000005
2021-07-16,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,185,154168.29,19958.92,174127.21,0,2021,7,4,941.23,5032574.5600000005
2021-07-17,Japan,Accessories,Pro Pen 2,Cloud Services,169,31560.5,3287.24,34847.74,0,2021,7,5,206.2,5032574.5600000005
2021-07-18,Japan,Accessories,Pro Pen 2,Support Plan,175,132271.14,22361.67,154632.81,0,2021,7,6,883.62,5032574.5600000005
2021-07-19,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,224,272186.04,33739.46,305925.5,0,2021,7,0,1365.74,5032574.5600000005
2021-07-20,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,118,45411.72,6127.55,51539.27,0,2021,7,1,436.77,5032574.5600000005
2021-07-21,Japan,Accessories,Wacom Stand,Support Plan,123,198654.7,28794.32,227449.02,0,2021,7,2,1849.18,5032574.5600000005
2021-07-22,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,160,96042.57,16582.23,112624.8,0,2021,7,3,703.9,5032574.5600000005
2021-07-23,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,175,183107.5,25775.96,208883.46,0,2021,7,4,1193.62,5032574.5600000005
2021-07-24,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,212,252908.26,22238.41,275146.67,0,2021,7,5,1297.86,5032574.5600000005
2021-07-25,Japan,Mobile Studio,MobileStudio Pro 13,Training,180,42797.65,5711.29,48508.94,0,2021,7,6,269.49,5032574.5600000005
2021-07-26,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,195,125123.81,8470.05,133593.86,0,2021,7,0,685.1,5032574.5600000005
2021-07-27,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,138,169560.68,9853.31,179413.99,0,2021,7,1,1300.1,5032574.5600000005
2021-07-28,APAC,Accessories,Pro Pen 2,Support Plan,204,253071.56,42375.76,295447.32,0,2021,7,2,1448.27,5032574.5600000005
2021-07-29,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,95,163307.53,20480.15,183787.68,0,2021,7,3,1934.61,5032574.5600000005
2021-07-30,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,221,388725.92,37300.06,426025.98,0,2021,7,4,1927.72,5032574.5600000005
2021-07-31,Japan,Display Tablet,Cintiq Pro 24,Support Plan,158,250459.24,31415.56,281874.8,0,2021,7,5,1784.02,5032574.5600000005
2021-08-01,North America,Display Tablet,Cintiq 16,Cloud Services,207,131281.67,15259.76,146541.43,0,2021,8,6,707.93,4899650.88
2021-08-02,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,149,74504.86,12499.98,87004.84,0,2021,8,0,583.93,4899650.88
2021-08-03,Europe,Accessories,Wacom Stand,Cloud Services,197,268192.93,39438.69,307631.62,0,2021,8,1,1561.58,4899650.88
2021-08-04,North America,Pen Tablet,Wacom Intuos M,Training,124,61155.46,7967.01,69122.47,0,2021,8,2,557.44,4899650.88
2021-08-05,Europe,Mobile Studio,MobileStudio Pro 13,Training,197,154678.43,10926.47,165604.9,0,2021,8,3,840.63,4899650.88
2021-08-06,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,154,14308.46,1245.67,15554.13,0,2021,8,4,101.0,4899650.88
2021-08-07,North America,Display Tablet,Cintiq Pro 24,Cloud Services,176,248486.96,13964.62,262451.58,0,2021,8,5,1491.2,4899650.88
2021-08-08,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,143,49308.88,4891.05,54199.93,0,2021,8,6,379.02,4899650.88
2021-08-09,Latin America,Display Tablet,Cintiq 16,Cloud Services,237,47348.31,2808.69,50157.0,0,2021,8,0,211.63,4899650.88
2021-08-10,Europe,Mobile Studio,MobileStudio Pro 16,Training,184,224689.69,12505.84,237195.53,0,2021,8,1,1289.11,4899650.88
2021-08-11,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,168,172999.36,19048.49,192047.85,0,2021,8,2,1143.14,4899650.88
2021-08-12,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,153,275247.87,30911.52,306159.39,0,2021,8,3,2001.04,4899650.88
2021-08-13,APAC,Pen Tablet,One by Wacom,Extended Warranty,218,136799.66,14305.04,151104.7,0,2021,8,4,693.14,4899650.88
2021-08-14,Europe,Pen Tablet,Wacom Intuos S,Support Plan,200,137548.17,20665.92,158214.09,0,2021,8,5,791.07,4899650.88
2021-08-15,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,232,146869.59,21271.84,168141.43,0,2021,8,6,724.75,4899650.88
2021-08-16,North America,Mobile Studio,MobileStudio Pro 16,Training,170,55678.9,9079.54,64758.44,0,2021,8,0,380.93,4899650.88
2021-08-17,Europe,Accessories,Pro Pen 2,Support Plan,194,38049.57,1803.28,39852.85,0,2021,8,1,205.43,4899650.88
2021-08-18,North America,Pen Tablet,One by Wacom,Training,170,23786.73,3123.58,26910.31,0,2021,8,2,158.3,4899650.88
2021-08-19,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,170,265298.2,41184.21,306482.41,0,2021,8,3,1802.84,4899650.88
2021-08-20,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,235,178249.43,25541.66,203791.09,0,2021,8,4,867.2,4899650.88
2021-08-21,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,176,241200.52,25339.36,266539.88,0,2021,8,5,1514.43,4899650.88
2021-08-22,Japan,Display Tablet,Cintiq 16,Support Plan,158,216865.14,12284.86,229150.0,0,2021,8,6,1450.32,4899650.88
2021-08-23,Europe,Accessories,Pro Pen 2,Support Plan,220,329063.92,31521.34,360585.26,0,2021,8,0,1639.02,4899650.88
2021-08-24,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,157,133734.92,12705.96,146440.88,0,2021,8,1,932.74,4899650.88
2021-08-25,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,81,33271.33,2359.33,35630.66,0,2021,8,2,439.88,4899650.88
2021-08-26,Latin America,Display Tablet,Cintiq 16,Training,119,125454.98,14694.19,140149.17,0,2021,8,3,1177.72,4899650.88
2021-08-27,Europe,Display Tablet,Cintiq Pro 24,Extended Warranty,163,26906.36,3342.26,30248.62,0,2021,8,4,185.57,4899650.88
2021-08-28,APAC,Display Tablet,Cintiq 16,Training,140,193704.8,30164.8,223869.6,0,2021,8,5,1599.07,4899650.88
2021-08-29,North America,Display Tablet,Cintiq 16,Training,194,189673.76,15944.91,205618.67,0,2021,8,6,1059.89,4899650.88
2021-08-30,APAC,Display Tablet,Cintiq 16,Extended Warranty,205,16776.39,1169.63,17946.02,0,2021,8,0,87.54,4899650.88
2021-08-31,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,204,328695.82,34773.99,363469.81,0,2021,8,1,1781.71,4899650.88
2021-09-01,Latin America,Accessories,ExpressKey Remote,Cloud Services,210,94522.39,11532.49,106054.88,0,2021,9,2,505.02,6646001.89
2021-09-02,Europe,Display Tablet,Wacom One Display,Extended Warranty,239,59881.45,4130.5,64011.95,0,2021,9,3,267.83,6646001.89
2021-09-03,Japan,Pen Tablet,Wacom Intuos S,Support Plan,175,272944.85,23160.9,296105.75,0,2021,9,4,1692.03,6646001.89
2021-09-04,Europe,Display Tablet,Cintiq 16,Support Plan,271,145111.92,18206.89,163318.81,0,2021,9,5,602.65,6646001.89
2021-09-05,Latin America,Display Tablet,Wacom One Display,Cloud Services,151,38008.12,2091.83,40099.95,0,2021,9,6,265.56,6646001.89
2021-09-06,Japan,Pen Tablet,One by Wacom,Extended Warranty,132,204084.88,29714.35,233799.23,0,2021,9,0,1771.21,6646001.89
2021-09-07,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,211,32912.03,3165.38,36077.41,0,2021,9,1,170.98,6646001.89
2021-09-08,Japan,Pen Tablet,One by Wacom,Cloud Services,202,296262.99,18915.73,315178.72,0,2021,9,2,1560.29,6646001.89
2021-09-09,Europe,Accessories,Wacom Stand,Training,183,139764.98,17032.51,156797.49,0,2021,9,3,856.82,6646001.89
2021-09-10,APAC,Display Tablet,Wacom One Display,Training,204,52560.11,8475.86,61035.97,0,2021,9,4,299.2,6646001.89
2021-09-11,Japan,Pen Tablet,Wacom Intuos S,Training,158,129909.6,16711.69,146621.29,0,2021,9,5,927.98,6646001.89
2021-09-12,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,173,111815.34,11533.36,123348.7,0,2021,9,6,713.0,6646001.89
2021-09-13,Europe,Accessories,ExpressKey Remote,Training,192,198444.73,16847.99,215292.72,0,2021,9,0,1121.32,6646001.89
2021-09-14,North America,Accessories,ExpressKey Remote,Training,249,91041.3,12858.3,103899.6,0,2021,9,1,417.27,6646001.89
2021-09-15,Latin America,Accessories,ExpressKey Remote,Support Plan,162,223483.54,16993.49,240477.03,0,2021,9,2,1484.43,6646001.89
2021-09-16,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,206,253501.53,12005.99,265507.52,0,2021,9,3,1288.87,6646001.89
2021-09-17,Latin America,Mobile Studio,MobileStudio Pro 16,Training,194,208713.22,8483.49,217196.71,0,2021,9,4,1119.57,6646001.89
2021-09-18,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,194,24373.34,3511.82,27885.16,0,2021,9,5,143.74,6646001.89
2021-09-19,Europe,Pen Tablet,Wacom Intuos M,Training,211,18866.3,2832.42,21698.72,0,2021,9,6,102.84,6646001.89
2021-09-20,Latin America,Accessories,Pro Pen 2,Cloud Services,260,273502.84,21291.61,294794.45,0,2021,9,0,1133.82,6646001.89
2021-09-21,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,94,94259.37,16510.3,110769.67,0,2021,9,1,1178.4,6646001.89
2021-09-22,APAC,Pen Tablet,Wacom Intuos M,Cloud Services,133,146585.82,23884.79,170470.61,0,2021,9,2,1281.73,6646001.89
2021-09-23,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,204,185361.19,22060.76,207421.95,0,2021,9,3,1016.77,6646001.89
2021-09-24,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,229,164049.44,16153.41,180202.85,0,2021,9,4,786.91,6646001.89
2021-09-25,Latin America,Pen Tablet,One by Wacom,Cloud Services,152,86512.79,7140.03,93652.82,0,2021,9,5,616.14,6646001.89
2021-09-26,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,195,171116.83,23377.6,194494.43,0,2021,9,6,997.41,6646001.89
2021-09-27,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,179,204809.91,9342.06,214151.97,0,2021,9,0,1196.38,6646001.89
2021-09-28,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,116,37137.71,2465.44,39603.15,0,2021,9,1,341.41,6646001.89
2021-09-29,North America,Display Tablet,Cintiq 16,Support Plan,215,166966.8,25588.62,192555.42,0,2021,9,2,895.61,6646001.89
2021-09-30,Europe,Display Tablet,Cintiq Pro 24,Support Plan,206,325237.67,41888.28,367125.95,0,2021,9,3,1782.16,6646001.89
2021-10-01,North America,Display Tablet,Cintiq 16,Training,197,196904.12,35264.74,232168.86,0,2021,10,4,1178.52,5991986.57
2021-10-02,APAC,Display Tablet,Cintiq Pro 24,Support Plan,150,89855.34,14953.59,104808.93,0,2021,10,5,698.73,5991986.57
2021-10-03,Europe,Display Tablet,Wacom One Display,Cloud Services,128,36109.76,1746.82,37856.58,0,2021,10,6,295.75,5991986.57
2021-10-04,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,164,271433.31,32420.74,303854.05,0,2021,10,0,1852.77,5991986.57
2021-10-05,APAC,Mobile Studio,MobileStudio Pro 13,Training,216,377190.86,31492.26,408683.12,0,2021,10,1,1892.05,5991986.57
2021-10-06,Japan,Accessories,Pro Pen 2,Training,134,32451.05,5238.33,37689.38,0,2021,10,2,281.26,5991986.57
2021-10-07,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,213,325571.78,56022.29,381594.07,0,2021,10,3,1791.52,5991986.57
2021-10-08,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,202,204992.11,33997.74,238989.85,0,2021,10,4,1183.12,5991986.57
2021-10-09,Japan,Pen Tablet,Wacom Intuos M,Extended Warranty,65,56225.95,5290.18,61516.13,0,2021,10,5,946.4,5991986.57
2021-10-10,North America,Display Tablet,Cintiq 16,Training,229,48820.53,7283.13,56103.66,0,2021,10,6,244.99,5991986.57
2021-10-11,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,239,33580.14,2083.76,35663.9,0,2021,10,0,149.22,5991986.57
2021-10-12,Europe,Accessories,Pro Pen 2,Cloud Services,204,197288.35,33749.09,231037.44,0,2021,10,1,1132.54,5991986.57
2021-10-13,North America,Accessories,Wacom Stand,Support Plan,167,57480.59,2808.85,60289.44,0,2021,10,2,361.01,5991986.57
2021-10-14,North America,Pen Tablet,One by Wacom,Extended Warranty,190,190763.13,24348.73,215111.86,0,2021,10,3,1132.17,5991986.57
2021-10-15,Japan,Accessories,Pro Pen 2,Cloud Services,269,421338.83,72823.38,494162.21,0,2021,10,4,1837.03,5991986.57
2021-10-16,North America,Pen Tablet,Wacom Intuos S,Support Plan,269,224100.54,38634.29,262734.83,0,2021,10,5,976.71,5991986.57
2021-10-17,Europe,Accessories,ExpressKey Remote,Cloud Services,171,67447.72,5726.5,73174.22,0,2021,10,6,427.92,5991986.57
2021-10-18,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,212,100333.33,14153.72,114487.05,0,2021,10,0,540.03,5991986.57
2021-10-19,APAC,Accessories,Pro Pen 2,Cloud Services,142,37569.97,4120.32,41690.29,0,2021,10,1,293.59,5991986.57
2021-10-20,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,162,290155.22,31359.77,321514.99,0,2021,10,2,1984.66,5991986.57
2021-10-21,Latin America,Mobile Studio,MobileStudio Pro 13,Training,194,213377.77,15345.17,228722.94,0,2021,10,3,1178.98,5991986.57
2021-10-22,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,273,242066.02,40073.0,282139.02,0,2021,10,4,1033.48,5991986.57
2021-10-23,APAC,Display Tablet,Cintiq 16,Support Plan,200,238975.2,35713.88,274689.08,0,2021,10,5,1373.45,5991986.57
2021-10-24,Japan,Accessories,ExpressKey Remote,Extended Warranty,271,315832.22,28006.2,343838.42,0,2021,10,6,1268.78,5991986.57
2021-10-25,APAC,Display Tablet,Cintiq 16,Extended Warranty,151,108413.35,10788.37,119201.72,0,2021,10,0,789.42,5991986.57
2021-10-26,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,128,111449.64,7820.35,119269.99,0,2021,10,1,931.8,5991986.57
2021-10-27,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,225,260581.27,37684.68,298265.95,0,2021,10,2,1325.63,5991986.57
2021-10-28,APAC,Pen Tablet,Wacom Intuos M,Training,263,453517.27,27945.39,481462.66,0,2021,10,3,1830.66,5991986.57
2021-10-29,Europe,Display Tablet,Wacom One Display,Training,202,322888.91,47295.62,370184.53,0,2021,10,4,1832.6,5991986.57
2021-10-30,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,215,194114.14,11771.01,205885.15,0,2021,10,5,957.61,5991986.57
2021-10-31,Europe,Display Tablet,Wacom One Display,Training,179,183727.8,25483.77,209211.57,0,2021,10,6,1168.78,5991986.57
2021-11-01,Japan,Pen Tablet,One by Wacom,Training,192,262376.26,40434.87,302811.13,0,2021,11,0,1577.14,5293366.73
2021-11-02,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,155,108592.1,7024.8,115616.9,0,2021,11,1,745.92,5293366.73
2021-11-03,Europe,Pen Tablet,Wacom Intuos S,Training,95,130440.97,10949.03,141390.0,0,2021,11,2,1488.32,5293366.73
2021-11-04,Europe,Pen Tablet,One by Wacom,Support Plan,201,120820.93,11079.06,131899.99,0,2021,11,3,656.22,5293366.73
2021-11-05,Japan,Accessories,Pro Pen 2,Cloud Services,151,141402.86,18385.17,159788.03,0,2021,11,4,1058.2,5293366.73
2021-11-06,APAC,Pen Tablet,Wacom Intuos M,Cloud Services,70,112729.45,18848.95,131578.4,0,2021,11,5,1879.69,5293366.73
2021-11-07,Europe,Mobile Studio,MobileStudio Pro 16,Training,227,24331.12,2598.76,26929.88,0,2021,11,6,118.63,5293366.73
2021-11-08,Japan,Display Tablet,Cintiq 16,Training,192,197706.21,31064.75,228770.96,0,2021,11,0,1191.52,5293366.73
2021-11-09,APAC,Accessories,Pro Pen 2,Support Plan,209,321500.4,57637.11,379137.51,0,2021,11,1,1814.06,5293366.73
2021-11-10,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,213,164192.76,12730.18,176922.94,0,2021,11,2,830.62,5293366.73
2021-11-11,APAC,Accessories,ExpressKey Remote,Cloud Services,108,112108.65,9134.83,121243.48,0,2021,11,3,1122.62,5293366.73
2021-11-12,Europe,Pen Tablet,One by Wacom,Support Plan,151,258630.51,24932.79,283563.3,0,2021,11,4,1877.9,5293366.73
2021-11-13,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,150,57269.26,8801.05,66070.31,0,2021,11,5,440.47,5293366.73
2021-11-14,Latin America,Accessories,Pro Pen 2,Cloud Services,185,230446.88,35494.89,265941.77,0,2021,11,6,1437.52,5293366.73
2021-11-15,Latin America,Display Tablet,Wacom One Display,Training,133,71169.35,7130.74,78300.09,0,2021,11,0,588.72,5293366.73
2021-11-16,APAC,Accessories,ExpressKey Remote,Training,171,240696.33,22376.22,263072.55,0,2021,11,1,1538.44,5293366.73
2021-11-17,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,181,192295.82,34453.81,226749.63,0,2021,11,2,1252.76,5293366.73
2021-11-18,Europe,Accessories,Pro Pen 2,Support Plan,173,254845.97,13370.72,268216.69,0,2021,11,3,1550.39,5293366.73
2021-11-19,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,86,34812.68,2345.31,37157.99,0,2021,11,4,432.07,5293366.73
2021-11-20,Japan,Mobile Studio,MobileStudio Pro 13,Training,123,145714.92,19912.86,165627.78,0,2021,11,5,1346.57,5293366.73
2021-11-21,North America,Pen Tablet,Wacom Intuos M,Training,192,320286.1,23836.52,344122.62,0,2021,11,6,1792.31,5293366.73
2021-11-22,North America,Accessories,Wacom Stand,Cloud Services,225,199205.55,13561.66,212767.21,0,2021,11,0,945.63,5293366.73
2021-11-23,Japan,Pen Tablet,One by Wacom,Training,200,289844.79,48422.83,338267.62,0,2021,11,1,1691.34,5293366.73
2021-11-24,APAC,Mobile Studio,MobileStudio Pro 16,Training,169,87564.44,5158.01,92722.45,0,2021,11,2,548.65,5293366.73
2021-11-25,Japan,Pen Tablet,Wacom Intuos M,Training,296,454737.17,43603.54,498340.71,0,2021,11,3,1683.58,5293366.73
2021-11-26,North America,Display Tablet,Wacom One Display,Support Plan,181,258214.07,17953.83,276167.9,0,2021,11,4,1525.79,5293366.73
2021-11-27,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,86,40555.64,1909.16,42464.8,0,2021,11,5,493.78,5293366.73
2021-11-28,Japan,Accessories,Wacom Stand,Training,146,202522.88,11738.44,214261.32,0,2021,11,6,1467.54,5293366.73
2021-11-29,North America,Pen Tablet,Wacom Intuos M,Cloud Services,109,91440.44,14880.55,106320.99,0,2021,11,0,975.42,5293366.73
2021-11-30,Latin America,Pen Tablet,Wacom Intuos S,Extended Warranty,200,273777.38,21984.24,295761.62,0,2021,11,1,1478.81,5293366.73
2021-12-01,Latin America,Display Tablet,Wacom One Display,Support Plan,182,172731.89,20999.05,193730.94,0,2021,12,2,1064.46,6635110.569999999
2021-12-02,Latin America,Accessories,ExpressKey Remote,Cloud Services,159,80194.37,11476.88,91671.25,0,2021,12,3,576.55,6635110.569999999
2021-12-03,Europe,Display Tablet,Cintiq Pro 24,Extended Warranty,117,169392.54,29556.91,198949.45,0,2021,12,4,1700.42,6635110.569999999
2021-12-04,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,275,188519.97,24385.3,212905.27,0,2021,12,5,774.2,6635110.569999999
2021-12-05,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,152,119971.3,19504.39,139475.69,0,2021,12,6,917.6,6635110.569999999
2021-12-06,Japan,Pen Tablet,One by Wacom,Cloud Services,176,310739.1,50866.18,361605.28,0,2021,12,0,2054.58,6635110.569999999
2021-12-07,Europe,Accessories,Pro Pen 2,Cloud Services,115,129138.57,17070.48,146209.05,0,2021,12,1,1271.38,6635110.569999999
2021-12-08,Latin America,Accessories,Wacom Stand,Support Plan,119,155235.34,18456.43,173691.77,0,2021,12,2,1459.59,6635110.569999999
2021-12-09,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,205,321434.34,14247.58,335681.92,0,2021,12,3,1637.47,6635110.569999999
2021-12-10,Japan,Accessories,ExpressKey Remote,Cloud Services,158,216380.03,16459.11,232839.14,0,2021,12,4,1473.67,6635110.569999999
2021-12-11,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,187,84410.05,9654.9,94064.95,0,2021,12,5,503.02,6635110.569999999
2021-12-12,APAC,Display Tablet,Cintiq Pro 24,Support Plan,110,13942.86,2428.74,16371.6,0,2021,12,6,148.83,6635110.569999999
2021-12-13,North America,Display Tablet,Cintiq Pro 24,Extended Warranty,86,85516.18,9121.05,94637.23,0,2021,12,0,1100.43,6635110.569999999
2021-12-14,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,220,353641.41,54335.35,407976.76,0,2021,12,1,1854.44,6635110.569999999
2021-12-15,Latin America,Pen Tablet,Wacom Intuos S,Extended Warranty,175,306676.22,51032.45,357708.67,0,2021,12,2,2044.05,6635110.569999999
2021-12-16,Latin America,Mobile Studio,MobileStudio Pro 16,Training,204,90626.62,4766.98,95393.6,0,2021,12,3,467.62,6635110.569999999
2021-12-17,Europe,Pen Tablet,One by Wacom,Support Plan,256,53089.08,3108.68,56197.76,0,2021,12,4,219.52,6635110.569999999
2021-12-18,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,182,212060.69,34672.88,246733.57,0,2021,12,5,1355.68,6635110.569999999
2021-12-19,Japan,Display Tablet,Cintiq 16,Extended Warranty,122,103640.9,9166.93,112807.83,0,2021,12,6,924.65,6635110.569999999
2021-12-20,North America,Pen Tablet,Wacom Intuos S,Support Plan,147,77676.34,4776.66,82453.0,0,2021,12,0,560.9,6635110.569999999
2021-12-21,APAC,Accessories,Pro Pen 2,Cloud Services,127,160020.73,25586.89,185607.62,0,2021,12,1,1461.48,6635110.569999999
2021-12-22,Latin America,Accessories,Pro Pen 2,Cloud Services,160,72414.47,9880.68,82295.15,0,2021,12,2,514.34,6635110.569999999
2021-12-23,North America,Mobile Studio,MobileStudio Pro 16,Training,157,90826.8,10681.23,101508.03,0,2021,12,3,646.55,6635110.569999999
2021-12-24,Japan,Display Tablet,Cintiq 16,Extended Warranty,138,43102.54,5909.17,49011.71,0,2021,12,4,355.16,6635110.569999999
2021-12-25,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,137,116253.1,11307.35,127560.45,0,2021,12,5,931.1,6635110.569999999
2021-12-26,Latin America,Display Tablet,Wacom One Display,Support Plan,143,194165.24,14210.7,208375.94,0,2021,12,6,1457.17,6635110.569999999
